講義コード,講義名,講義名（英語）,科目種別コード,科目コード,科目名,分野系列コード,分野系列名,単位数,講義期間コード,講義期間,履修年度,開講所属コード,開講所属
24531447,フランス語プラティクⅡ,French Practice II,,,,015301,言語文化基礎科目,1,10,前期,2024,001,基幹教育科目
24531448,中国語実践Ⅱ,Chinese Practice Ⅱ,,,,015301,言語文化基礎科目,1,10,前期,2024,001,基幹教育科目
24531449,ロシア語ⅠB,Russian ⅠB,,,,015301,言語文化基礎科目,1,10,前期,2024,001,基幹教育科目
24531450,韓国語表現演習Ⅰ,Korean Expression I,,,,015301,言語文化基礎科目,1,10,前期,2024,001,基幹教育科目
24531451,スペイン語Ⅲ,Spanish Ⅲ,,,,015301,言語文化基礎科目,1,10,前期,2024,001,基幹教育科目
24531515,微分積分学Ⅱ,Calculus Ⅱ,,,,015500,理系ディシプリン科目,2,20,後期,2024,001,基幹教育科目
24531516,微分積分学Ⅱ,Calculus Ⅱ,,,,015500,理系ディシプリン科目,2,20,後期,2024,001,基幹教育科目
24531517,微分積分学Ⅱ,Calculus Ⅱ,,,,015500,理系ディシプリン科目,2,20,後期,2024,001,基幹教育科目
24531518,微分積分学Ⅱ,Calculus Ⅱ,,,,015500,理系ディシプリン科目,2,20,後期,2024,001,基幹教育科目
24531519,電磁気学概論,Introduction to Electromagnetism,,,,015500,理系ディシプリン科目,1,23,秋学期,2024,001,基幹教育科目
24531520,熱力学概論,Introduction to Thermodynamics,,,,015500,理系ディシプリン科目,1,24,冬学期,2024,001,基幹教育科目
24531521,電磁気学基礎,Elements of Electromagnetism,,,,015500,理系ディシプリン科目,1,23,秋学期,2024,001,基幹教育科目
24531522,電磁気学基礎,Elements of Electromagnetism,,,,015500,理系ディシプリン科目,1,23,秋学期,2024,001,基幹教育科目
24531523,電磁気学基礎,Elements of Electromagnetism,,,,015500,理系ディシプリン科目,1,23,秋学期,2024,001,基幹教育科目
24531524,電磁気学基礎,Elements of Electromagnetism,,,,015500,理系ディシプリン科目,1,23,秋学期,2024,001,基幹教育科目
24531525,熱力学基礎,Elements of Thermodynamics,,,,015500,理系ディシプリン科目,1,24,冬学期,2024,001,基幹教育科目
24531526,熱力学基礎,Elements of Thermodynamics,,,,015500,理系ディシプリン科目,1,24,冬学期,2024,001,基幹教育科目
24531527,熱力学基礎,Elements of Thermodynamics,,,,015500,理系ディシプリン科目,1,24,冬学期,2024,001,基幹教育科目
24531528,熱力学基礎,Elements of Thermodynamics,,,,015500,理系ディシプリン科目,1,24,冬学期,2024,001,基幹教育科目
24531529,身の回りの化学,Chemistry in Daily Life,,,,015500,理系ディシプリン科目,1,23,秋学期,2024,001,基幹教育科目
24531530,身の回りの化学,Chemistry in Daily Life,,,,015500,理系ディシプリン科目,1,24,冬学期,2024,001,基幹教育科目
24531531,生命の科学Ａ,Science of Life A,,,,015500,理系ディシプリン科目,1,23,秋学期,2024,001,基幹教育科目
24531532,生命の科学Ａ,Science of Life A,,,,015500,理系ディシプリン科目,1,24,冬学期,2024,001,基幹教育科目
24531533,集団生物学,Basic Population Biology,,,,015500,理系ディシプリン科目,2,20,後期,2024,001,基幹教育科目
24531534,自然科学総合実験,Natural Science Experiments,,,,015500,理系ディシプリン科目,1,23,秋学期,2024,001,基幹教育科目
24531535,基礎科学実習,Basic Science Experiments,,,,015500,理系ディシプリン科目,1,24,冬学期,2024,001,基幹教育科目
24531541,東アジアと日本－その歴史と現在－,East Asia and Japan: History and the Present,,,,015800,高年次基幹教育科目,2,20,後期,2024,001,基幹教育科目
24531545,Intensive English: Japanese Issues 1,Intensive English: Japanese Issues 1,,,,015301,言語文化基礎科目,1,23,秋学期,2024,001,基幹教育科目
24531546,Intensive English: Japanese Issues 1,Intensive English: Japanese Issues 1,,,,015301,言語文化基礎科目,1,23,秋学期,2024,001,基幹教育科目
24531547,Intensive English: Japanese Issues 1,Intensive English: Japanese Issues 1,,,,015301,言語文化基礎科目,1,23,秋学期,2024,001,基幹教育科目
24531548,Intensive English: Japanese Issues 1,Intensive English: Japanese Issues 1,,,,015301,言語文化基礎科目,1,23,秋学期,2024,001,基幹教育科目
24531549,Intensive English: Japanese Issues 1,Intensive English: Japanese Issues 1,,,,015301,言語文化基礎科目,1,23,秋学期,2024,001,基幹教育科目
24531550,Intensive English: Japanese Issues 1,Intensive English: Japanese Issues 1,,,,015301,言語文化基礎科目,1,23,秋学期,2024,001,基幹教育科目
24531551,Intensive English: Japanese Issues 2,Intensive English: Japanese Issues 2,,,,015301,言語文化基礎科目,1,24,冬学期,2024,001,基幹教育科目
24531552,Intensive English: Japanese Issues 2,Intensive English: Japanese Issues 2,,,,015301,言語文化基礎科目,1,24,冬学期,2024,001,基幹教育科目
24531553,Intensive English: Japanese Issues 2,Intensive English: Japanese Issues 2,,,,015301,言語文化基礎科目,1,24,冬学期,2024,001,基幹教育科目
24531554,Intensive English: Japanese Issues 2,Intensive English: Japanese Issues 2,,,,015301,言語文化基礎科目,1,24,冬学期,2024,001,基幹教育科目
24531555,Intensive English: Japanese Issues 2,Intensive English: Japanese Issues 2,,,,015301,言語文化基礎科目,1,24,冬学期,2024,001,基幹教育科目
24531556,Intensive English: Japanese Issues 2,Intensive English: Japanese Issues 2,,,,015301,言語文化基礎科目,1,24,冬学期,2024,001,基幹教育科目
24531557,中国語実践Ⅰ,Chinese Practice Ⅰ,,,,015301,言語文化基礎科目,1,20,後期,2024,001,基幹教育科目
24531601,哲学・思想入門,Introduction to Philosophy and Thought,,,,015400,文系ディシプリン科目,2,20,後期,2024,001,基幹教育科目
24531602,芸術学入門,Introduction to Art Studies,,,,015400,文系ディシプリン科目,2,20,後期,2024,001,基幹教育科目
24531603,先史学入門,Introduction to Prehistory,,,,015400,文系ディシプリン科目,2,20,後期,2024,001,基幹教育科目
24531604,歴史学入門,Introduction to History,,,,015400,文系ディシプリン科目,2,20,後期,2024,001,基幹教育科目
24531605,地理学入門,Introduction to Geography,,,,015400,文系ディシプリン科目,2,20,後期,2024,001,基幹教育科目
24531606,心理学入門,Introduction to Psychology,,,,015400,文系ディシプリン科目,2,20,後期,2024,001,基幹教育科目
24531615,入門微分積分Ⅰ,Introduction to Calculus Ⅰ,,,,015500,理系ディシプリン科目,1,23,秋学期,2024,001,基幹教育科目
24531616,入門微分積分Ⅱ,Introduction to Calculus Ⅱ,,,,015500,理系ディシプリン科目,1,24,冬学期,2024,001,基幹教育科目
24531617,微分積分学Ⅱ,Calculus Ⅱ,,,,015500,理系ディシプリン科目,2,20,後期,2024,001,基幹教育科目
24531618,微分積分学Ⅱ,Calculus Ⅱ,,,,015500,理系ディシプリン科目,2,20,後期,2024,001,基幹教育科目
24531619,微分積分学Ⅱ,Calculus Ⅱ,,,,015500,理系ディシプリン科目,2,20,後期,2024,001,基幹教育科目
24531620,基礎化学結合論Ⅰ,Elementary Chemical Bonding Ⅰ,,,,015500,理系ディシプリン科目,1,23,秋学期,2024,001,基幹教育科目
24531621,基礎化学結合論Ⅱ,Elementary Chemical Bonding Ⅱ,,,,015500,理系ディシプリン科目,1,24,冬学期,2024,001,基幹教育科目
24531622,有機物質化学Ⅰ,Elementary Organic ChemistryⅠ,,,,015500,理系ディシプリン科目,1,23,秋学期,2024,001,基幹教育科目
24531644,学術英語・プロダクション１,Academic English: Production 1,,,,015301,言語文化基礎科目,1,23,秋学期,2024,001,基幹教育科目
24531645,学術英語・プロダクション１,Academic English: Production 1,,,,015301,言語文化基礎科目,1,23,秋学期,2024,001,基幹教育科目
24531646,学術英語・プロダクション１,Academic English: Production 1,,,,015301,言語文化基礎科目,1,23,秋学期,2024,001,基幹教育科目
24531647,学術英語・プロダクション２,Academic English: Production 2,,,,015301,言語文化基礎科目,1,24,冬学期,2024,001,基幹教育科目
24531648,学術英語・プロダクション２,Academic English: Production 2,,,,015301,言語文化基礎科目,1,24,冬学期,2024,001,基幹教育科目
24531649,学術英語・プロダクション２,Academic English: Production 2,,,,015301,言語文化基礎科目,1,24,冬学期,2024,001,基幹教育科目
24531650,専門英語,Expert English,,,,015301,言語文化基礎科目,1,20,後期,2024,001,基幹教育科目
24531651,ドイツ語ⅡA,GermanⅡA,,,,015301,言語文化基礎科目,1,20,後期,2024,001,基幹教育科目
24531652,ドイツ語ⅡB,GermanⅡB,,,,015301,言語文化基礎科目,1,20,後期,2024,001,基幹教育科目
24531653,フランス語ⅡA,French ⅡA,,,,015301,言語文化基礎科目,1,20,後期,2024,001,基幹教育科目
24531654,フランス語ⅡB,French ⅡB,,,,015301,言語文化基礎科目,1,20,後期,2024,001,基幹教育科目
24531655,中国語ⅡA,Chinese ⅡA,,,,015301,言語文化基礎科目,1,20,後期,2024,001,基幹教育科目
24531656,中国語ⅡA,Chinese ⅡA,,,,015301,言語文化基礎科目,1,20,後期,2024,001,基幹教育科目
24531657,中国語ⅡA,Chinese ⅡA,,,,015301,言語文化基礎科目,1,20,後期,2024,001,基幹教育科目
24531658,中国語ⅡB,Chinese ⅡB,,,,015301,言語文化基礎科目,1,20,後期,2024,001,基幹教育科目
24531659,中国語ⅡB,Chinese ⅡB,,,,015301,言語文化基礎科目,1,20,後期,2024,001,基幹教育科目
24531660,中国語ⅡB,Chinese ⅡB,,,,015301,言語文化基礎科目,1,20,後期,2024,001,基幹教育科目
24531661,韓国語ⅡA,Korean ⅡA,,,,015301,言語文化基礎科目,1,20,後期,2024,001,基幹教育科目
24531662,韓国語ⅡA,Korean ⅡA,,,,015301,言語文化基礎科目,1,20,後期,2024,001,基幹教育科目
24531663,韓国語ⅡB,Korean ⅡB,,,,015301,言語文化基礎科目,1,20,後期,2024,001,基幹教育科目
24531664,スペイン語ⅡA,Spanish ⅡA,,,,015301,言語文化基礎科目,1,20,後期,2024,001,基幹教育科目
24531665,スペイン語ⅡA,Spanish ⅡA,,,,015301,言語文化基礎科目,1,20,後期,2024,001,基幹教育科目
24531666,スペイン語ⅡB,Spanish ⅡB,,,,015301,言語文化基礎科目,1,20,後期,2024,001,基幹教育科目
24531680,身体運動科学実習ⅠＡ,Practice of Exercise and Sport Science ⅠＡ,,,,015600,健康・スポーツ科目,0.5,23,秋学期,2024,001,基幹教育科目
24531681,身体運動科学実習ⅠＡ,Practice of Exercise and Sport Science ⅠＡ,,,,015600,健康・スポーツ科目,0.5,23,秋学期,2024,001,基幹教育科目
24531682,身体運動科学実習ⅠＢ,Practice of Exercise and Sport Science ⅠＢ,,,,015600,健康・スポーツ科目,0.5,24,冬学期,2024,001,基幹教育科目
24531683,身体運動科学実習ⅠＢ,Practice of Exercise and Sport Science ⅠＢ,,,,015600,健康・スポーツ科目,0.5,24,冬学期,2024,001,基幹教育科目
24531701,課題協学科目,Interdisciplinary Collaborative Learning of Social Issues,,,,015200,課題協学科目,2.5,20,後期,2024,001,基幹教育科目
24531702,課題協学科目,Interdisciplinary Collaborative Learning of Social Issues,,,,015200,課題協学科目,2.5,20,後期,2024,001,基幹教育科目
24531703,課題協学科目,Interdisciplinary Collaborative Learning of Social Issues,,,,015200,課題協学科目,2.5,20,後期,2024,001,基幹教育科目
24531704,課題協学科目,Interdisciplinary Collaborative Learning of Social Issues,,,,015200,課題協学科目,2.5,20,後期,2024,001,基幹教育科目
24531705,課題協学科目,Interdisciplinary Collaborative Learning of Social Issues,,,,015200,課題協学科目,2.5,20,後期,2024,001,基幹教育科目
24531715,微分積分学Ⅱ,Calculus Ⅱ,,,,015500,理系ディシプリン科目,2,20,後期,2024,001,基幹教育科目
24531716,数理統計学,Mathematical Statistics,,,,015500,理系ディシプリン科目,2,20,後期,2024,001,基幹教育科目
24531717,電磁気学基礎,Elements of Electromagnetism,,,,015500,理系ディシプリン科目,1,24,冬学期,2024,001,基幹教育科目
24531718,電磁気学基礎,Elements of Electromagnetism,,,,015500,理系ディシプリン科目,1,23,秋学期,2024,001,基幹教育科目
24531719,電磁気学基礎,Elements of Electromagnetism,,,,015500,理系ディシプリン科目,1,24,冬学期,2024,001,基幹教育科目
24531720,熱力学基礎,Elements of Thermodynamics,,,,015500,理系ディシプリン科目,1,23,秋学期,2024,001,基幹教育科目
24531721,熱力学基礎,Elements of Thermodynamics,,,,015500,理系ディシプリン科目,1,24,冬学期,2024,001,基幹教育科目
24531722,熱力学基礎,Elements of Thermodynamics,,,,015500,理系ディシプリン科目,1,23,秋学期,2024,001,基幹教育科目
24531723,有機物質化学Ⅰ,Elementary Organic ChemistryⅠ,,,,015500,理系ディシプリン科目,1,23,秋学期,2024,001,基幹教育科目
24531724,有機物質化学Ⅰ,Elementary Organic ChemistryⅠ,,,,015500,理系ディシプリン科目,1,23,秋学期,2024,001,基幹教育科目
24531725,空間表現実習Ⅰ,General Principles of Technical Drawings I,,,,015500,理系ディシプリン科目,2,20,後期,2024,001,基幹教育科目
24531726,自然科学総合実験,Natural Science Experiments,,,,015500,理系ディシプリン科目,1,23,秋学期,2024,001,基幹教育科目
24531727,基礎科学実習,Basic Science Experiments,,,,015500,理系ディシプリン科目,1,24,冬学期,2024,001,基幹教育科目
24531744,学術英語・プロダクション１,Academic English: Production 1,,,,015301,言語文化基礎科目,1,23,秋学期,2024,001,基幹教育科目
